Count,Tweet,Sentiment
8625,aaby take logoki freedom speech hai ki nahi aukat rahekar bat kar takle,-1
16978,aadiii fizakhan beta teri aur tere pakistaniyo ki maa chud jani tum pakistaniyo ka baap modi aa gaya doba,-1
10568,aagaya apni jaat pe suar teri bahan ko mera pasand hai teri bv ko tere abba ka teri ma ko te,-1
16967,aagle pach five saalo year koi agar naukri mange usse ulta latka ke maro bolo saale yeha,-1
16791,aai hasai rulai aur chali gayi disappointed wtf yrr abi abi khush hua tha din se dekhi ni gyi meri khusi khud ki glt,-1
5507,aaj ak vidio dekha tha jisme ak manorma best luck raha tha ki india ke baap pakistan hai jabki hakikt hai ki pakistan,-1
5622,aaj apke paper main news galat hai ambedkar nagar se bjp nahi jeeti mahagathbandhan ki jeet hui hai,-1
4444,aaj bhi yaha jese kutto ki kami nahi apne log jese kutte ka saport karte dikhenge par,-1
8905,aaj bughti sb jo vedio share ki vedio ko koi medium nahi chalaye good afternoon se mengal sb ki,-1
7782,aaj desh haalaaat kuch istrah se hai zainab arz karta hun ek hi ullu kafi hai,-1
6708,aaj desh ka durbagya yehi hai ki tere jaise brahman bhi paisa liye khud ko bech diye congress ki gul,-1
11189,aaj ka aap ka news speach dekha bahoot dukh hua ki kaise politic ke lye aap hum hindu muslim,-1
14161,aaj ka gyaan boy suno galti se bhi repeat galti se bhi ladki ko attitude ya ego mat dikhana ki tu nahi deg,-1
10094,aaj kal aap congress party ka mood pata nahi kr rahe hai phele toh bhaut krte thay ka tamacha kai,-1
216,aaj ke time study boht mehengi hoti ja rahi agar study mehengi ho jayengi hum jese logh padh nahi payenge,-1
8221,aaj koi bhi government holiday nahi hai aaj bhi dumri kalan post office band tha attendance lagate hai please ta,-1
8904,aaj mai sharmsaar hun ki rashtrwad hemant karkareji ki jagah pragya thakur ko chuna slightly cry slightly cry not acceptable,-1
16452,aaj medium ka bda sa dhda payal tadwi ki maut ko nahi dikha raha yeh ek gambhir subject hai jab tak manuwadi soch,-1
2430,aaj pakistan aur raha hai wasim akram ki vajah se pakistan ka sabse bada dushman hi hi imran khan tum,-1
12500,aaj se apne spokesperson ko bhej dena km se km nautanki ke jagah ye best luck dega news channel par,-1
12387,aaj tak waise bhi bika hua hai dhang ki news tumhe dikhani nahi hai ke sartaj,-1
14465,aaj tak waise bhi bika hua hai dhang ki news tumhe dikhani nahi hai ke sartaj,-1
2204,aaj tumhari haar sirf ek wajahse hui wo santo ko taklif dene ke karan tabhi maja aara ha ta paran,-1
5817,aaj wo log kahan hain jo bolte gayo ki sambhal karo unko khula chodoge musli,-1
5597,aaj ye soch kar bheja last day hai vacation task melay good afternoon lakin kambakhti vacation hi nahi di,-1
15355,aajadi milne hi nahi di subash ko dhokha deker transfer power le liya see video,-1
14638,aajtak hamesha se hindu neta ko hi apna neta mana jb masum musalmaano pe hamle hue apko pta hai,-1
2688,aaliya ye jahannum ka irdhan khsbbis ka aulad iski liye sulgi ki aala,-1
9638,aaltu faltu bahut se bollywood bhojpuri cine actor neta ban gaye sirf fan following dum par hai,-1
5123,aamra dada ke baare tum rumor failata hai tumko lotka dega ped pe mordor democracy chomdi ka doctor,-1
916,aap bjp se nahi lad rahe ap pure desh sath lad rhe thesainiko ko nicha dikhakar jo,-1
3723,aap chup raha kro kuch jyada bolti ho tabhe ke awam buri trh hraya election,-1
9245,aap jaise bhrasht neta desh liye kuchh nahi kar sakte hain lakin desh ko jati dharm majhab naam,-1
6146,aap jitna bjp ko hate karogi utna bjp aagey badegi aap mai koi farq nai,-1
4950,aap ka karyakarta niswarth hai lekin aap bahut bade swarthi ho karyakarta party ke liye,-1
10990,aap kalpana karo agar ye log musalman hote aur sadhuo ka libas pahen ke bhuk maang rahe hote ab tak,-1
16141,aap ke paas koi kaam nahi sab pe nazar rakhte ho kya kaam dhundo kam kro ye faltu ki,-1
4612,aap ki halat khilone bech layak nahi rahi try see within slightly cry slightly cry slightly cry,-1
9221,aap log apne comment kr ke apsi rista ki khrab kr rhe ho lekin ye rubika madhar ch,-1
13237,aap log b yahi karo aaplog jaise neta bjp ko vote uske jholi daala hai qki congress,-1
8734,aap log bhi jhut ka prachar karo modi ko hadd se jada badnam karo kyuki kutte ko marne,-1
9661,aap log dam nahi bjp ke kilaf bolne ko darna baith jao belat peper se chun,-1
300,aap log opposition main ho kisliye tweet karne se dal sashti ho jayegi itni haar ho chuki hai frvi samajh main,-1
5487,aap logo ko parivar ke aage kuch dikhta hi nahi hai kya ya congress kabil neta bache hi nahi,-1
8249,aap mai kuch log broker criminal ke liye work kr te aur digital deta ko chori kr ke dalali shutta khelne,-1
7634,aap sabhi logo ko pichwada bhut bhut mubarak ho way outshallah boy played well laugh laugh,-1
7015,aap savarkar ki baat krr rhe hai ask personal message shoot population gave vot,-1
5856,aap savita ji fake video ki bajah se apni insult social medium par karate hue sharam nahi aati aapkoya,-1
6264,aap seedha apne bio congressi kyo ni likh dete sharm aati kya khud ko congress party ka batane laugh laugh,-1
14128,aap sirfsabko yaad dilaiye ek ek flyover se aapne crore crore crore cro,-1
2057,aap sundar sexy hai gajab ki kamar hai kya mulakat ho sakti hai apna den baat karke milunga,-1
338,aap thik se dekhe nahi video ko wo dra huavideo ke start use dhmka ke bola ja raha jo,-1
2983,aapki tanashahi khatam ab ek bhi bjp ka worker ka murder kiya tmc toh president rule pakka phi,-1
9819,aapko bharat ratna ki tamanna thi samaj sakte bjp ki sarkar banne bad puri nahi ho pai dard,-1
8686,aapko future ke liye bahut bahut subhkamnaye want see personal message modi ji team,-1
6217,aapko gaali dene wale ye apne watan ke nahin pakistani kutte hain,-1
4931,aapko jo karna hai woh kariyo family ki baatein kabhi nahi sunna ham kuch bhi kare unhe har ch,-1
12422,aapko kuch bhi pata nahi logo kitna bada scam kiya jo congres,-1
12195,aapko sharm nahi aati congress ko i haal main aap jaise leader nahi pahuchaya hainagar zara si sha,-1
7722,aapne jo sakem chalo ki thi kisano ko rupee milege voh rupee abi tak hamare account nahi aye,-1
14362,aapne mere sawal ka jawab nahi diya modi kyu ban rhe hai mean bhag kyu rhe hai,-1
5006,aare mc bdk tera gaad kyu jal gaya dont base becomes lie till mark prediction,-1
12597,aaya result desh ka pappu toh fail hai papu saatgathbandhan toh fail hai bua bhateja eka bandhan fail hai didi,-1
5700,aayega modi hi please ab lagne lga feminism communism ab tumse na ho payega,-1
514,aazadi ke aandolan ke time ye bjp r wale goro ki chat rahe lekin aaj evm ke,-1
9855,ab aaya kheil samgh ki feku sala makkar nich kitna gir sakta hai,-1
11302,ab agar kisi ki cardiac arrest se death bhi ho jaaye toh yehi bolenge yeh chutiye ki welc,-1
14502,ab agar sarkar rojgar nahi degi aam public pariwar palne ke liye kuch karega hi kon se niy,-1
3026,ab aise dhongi baba ke paas havan karaoge yahi parinam milega kahi kisi ko ye dikh jay samj lena wo bhoot ba,-1
1368,ab ak bar ni ham bar modi sharkar janta ke javab de diya ki kaun chor aa gye desh ke chaukidar namo madi,-1
6478,ab ap ko esy rrmarks ni dyne chahy ab tu ap hath mila chuky hai ya sirf maryam ko sath baitha,-1
14206,ab asifa ka haq banta hai maryam ki tarh asifa apne baap ko jail,-1
12992,ab ba bhi kar pagle rulayega ky ha tu chutiya hi peda huwa tha sale saal se nota,-1
5910,ab bolo mujhe shade karne walo modi better hai modi ye wo hai snoring andh bhakti ki hadd hoti hai,-1
10091,ab bologe jub election ho chuka desh modi jo duboya wo duboya par tum jaise chatukaro ka bahut bada,-1
3273,ab bsd kisi ko jalan nahi hoti koi nahi bolta inka bap nahi mara na isliye ko,-1
11056,ab chunav hain nahi janta ko deekhana jaroori hain ki netaji kuch kiya hain ja,-1
12915,ab dalali ho gyi ho desh ke muddo per patrakarita kr li jiye yuva berojgaar hai kisan suicide kr,-1
3967,ab didi ke dao kuch bacha nahi hai kop bhawan ish liye hain ki jishe chor aur thappad marne ko kah,-1
7925,ab evm indirectly bachhon ki jagah direct jawan aadmi paida karne laga jo vote de sake world best,-1
17001,ab gala faad ke nahi chillana chowkidaar chor hai sharm nahi aayi aise naare lagate hue,-1
5085,ab hindu logo ko bhi chahiye ki wo bhi jab hindu muslim matter ho wo victim card khele meri fami,-1
3548,ab india bhi harega toh dil ko sukun miljayega asian team disqualified reach semi final,-1
1292,ab inka ye nya drama chl gya ye log kuch bhi krle koi sympathy ni milneki,-1
15140,ab jab congress ka koi spokeperson debate main nahi aayega trp milegi nahi,-1
4866,ab kahan gae wo dallay dalliyan jo shor kr rahy thy june ko pubg ban horaha hy kisi ka acha bhi nahi kara sakta ban,-1
14607,ab ki bkwas band ho gai ho gi ya chup gay ho gay bed ka necha,-1
16222,ab kissi se bhi madad talab karo chahay modi se ya daddo trump se ab kuch nahi hoga kyunki allah ki,-1
3912,ab koi anti aise post ko like nahi karega ijjat jo ghat jayegi ba galtia doodne mn aur ise re tweet karne mn,-1
4431,ab kya hua akhtar aur shabana desh chodne wale irada badal diye kya koi desh apnayega nahi pat,-1
1939,ab kya sari garmion ma ye weather s wali tweet dekhte rhain good evening kya,-1
11012,ab maan ka kalwe teri party buri tarah harkat chutti pe ja chuki hai tu bhi rajneeti se chutti lele th,-1
7196,ab mirchiwal teri okat pata chalegi jab amit shahji ke chakrabyuh trap hoga tab tu khud,-1
8731,ab nahi chaleg,-1
14635,ab next election gandhi ko kosker bjp jeetegi r ka agenda hi hy gandhi ko necha dekhane ka,-1
5061,ab randi bachy matter chod,-1
11114,ab shamajh jaye rahul gandhi ki baat liye udash hai wo evm jeeta hai modi nahi log khush na,-1
11411,ab shri lanka ki bhi band bajao su su swamy,-1
15235,ab sudhar kr lo party yrr ya fir desh ko congress mukt hi kroge desh dono ko like nahi krta,-1
12975,ab tak oppostition ki baja rahe ab aapas baaj rahe hain laugh laugh laugh laugh trp trp ba,-1
14611,ab tak oppostition ki baja rahe ab aapas baaj rahe hain laugh laugh laugh laugh trp trp ba,-1
1265,ab tak sare world cup lndia tumhari mari thi iska matlab baar bhi tu ghu khayega laugh,-1
8999,ab tau kuch sharam honi chahiye itni karari haar kha kar bhi tasallee nahi hui modi ki barabri nahi,-1
1507,ab tere bure din suru ho gye article aur bhi hategi aur tum jese pak ke dala,-1
10500,ab tere se economics ka lesson le humlog lauri ki behan,-1
3828,ab tni sant ho jo bali ka bakra bn chuke ho ab jake nach gana start kr,-1
5719,ab trp ka darr satane laga waise bjp se itna dalali milta hai ki trp ki jaroorat nahi,-1
6170,ab tum chutiya log jo apne aap ko berojgar kehte ho kahoge ki mujhe jaan ka khatra hai kyuki bjp ko,-1
2127,ab yahi hoga aur koi news bachi nahi darm ke naam par afwah failao gurugram ki tarha,-1
16688,ab ye bakwas mat failaao bhookhe bacche taste dekhenge ya bhookh also correct dont like,-1
5005,ab ye btaega isse pucho tere jiyne mla hai usme se gina hindu mla kaunsa hai teri muslim awaadi wale gaao,-1
16317,ab ye chor ki drug bolkay funding laingay read khayengay aur ki drug australia se manga dou chaar din,-1
721,ab ye chor ki drug bolkay funding laingay read khayengay aur ki drug australia se manga dou chaar din sindh main,-1
15492,ab ye unki galti thori hain unko inshallah boy played well ke aage angrezi aati nahi score board mein likha,-1
12004,ab yeh afva nahi hai ke pappu ke pichhwade pe laat maar key eh tulsi ukhad fenk diya,-1
6158,abay jaahil itnay andaazay agar apni family lye laga lete aaj kch kam hotin pakistan main,-1
14893,abay khoti bachay keh esay raha hai jesay tu dekh rh tha mother chod bharwa sala india ka tatta,-1
16988,abay shanakht ka burhan teri nasal ko hai jisko maloom nai baap kon maa kon hai harami insaan,-1
2619,abb na government body pe bharosha raha nahi kisi institution pe vajah hi nahi koi kyuki koi sunn wala nahi folded hand,-1
14028,abb na government body pe bharosha raha nahi kisi institution pe vajah hi nahi koi kyuki koi sunn wala nahi folded hand,-1
5015,abb samajh ja aur ye gandi raajneeti karna chhod de janta bhi nahi vote diya tujhe,-1
16521,abbasi sab karawai ko jari rehney dein yeh koi aayeen qanoon sey balatar koi process tu nahi hai,-1
11773,abbey dalle beti ko molest karne ki shikayat karne gaya bap ki tere jija sasuraliyo jo boti bo,-1
6812,abbey tudke gang le pille sudhar ja yeh hindu muslim band karde tera baap ab home minister hain itna,-1
8632,abe ajaz tera hi sathi hai hardik patel suar jo hai uske sathiyo hi jalai thi wo ab tu apna muh band kar samjha,-1
16516,abe apni maa bhen ki chuddai khane wale baba ke beeg bsdk ab tere devi,-1
1685,abe atankviadi ki jaat bakwas baand kaar apna aur mandir ke jaakar chakkar kaat tere guru,-1
1123,abe bahar nikal ki bil ghus gaya azadi nahi chahiye kya desh ke naye home minister azadi,-1
3605,abe bahuduye ye modi medium nahin desh ki medium jo sach dikhati hai tum jaise bhaduye nahin dekh sakte aankhe,-1
7776,abe bhadwe woh log mandir maans kha rhe haram ke pille tere jaise dalal hi aisi fake news faila,-1
8494,abe bhadwe ye gandu nehru desh ka sabse bada gaddar tha sala buddha ek ka ayyash tha sala iski vaje,-1
4888,abe bhikhari ki aulad jhand sala randi ki aulad madarchod desh rahkar desh ke tukde ki bat,-1
15698,abe bina pendi ke lote itni baar haar chuke ho fir dimag thikane nahi lagi tumhari,-1
12763,abe bkl tu khud tere baap ki wajah se bollywood aaya varna abhi kahi aur kisi actor,-1
16427,abe bokichodi ye hindustan tere baap ki jagir nahi ki jai shree ram na bolne de sun mai bjp se,-1
14101,abe bsdk kale kutte tu ye kya becha raha hai tharki nehru ki tarif likhi hogi ismai kyo tu sale,-1
15998,abe ch tiye ki duniya mein ke rh kya jcb ki khudai ka topic tujhe pata nahi laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh laugh vese bhi tati video ba,-1
2301,abe chotiya apna medium apna chawal prime minister ki suna good afternoon na bus phir tujha ya hi,-1
12618,abe chuhe kya pata hai tjhe savarano se nafrat nai hai tere jaison se ha,-1
5345,abe chup na chut ye bh tere ko tere direct message main gali de dunga tu srk ke sath kaam kar chu,-1
15085,abe chup nashedi bapu ke naam pe ab bhi logo ka kaat ki firak hai ye congressi piddi,-1
5469,abe chutiya gandhi madhar chor hai jaise tum ho tum jaise chutiya ke karan aaj,-1
14984,abe chutiya gandhi madhar chor hai jaise tum ho tum jaise chutiya ke karan aaj,-1
7908,abe chutiya mera khun kaul jata hai jab tu bolta hai dhara mat jana kabhi gand bambu gussa du,-1
16242,abe chutiya sale muslim ki vote chori kr jeet,-1
5785,abe chutiya teju tujhe bda chutiya desh koi nahi sabse pahle tu khud sath chhoda tha ab kisko,-1
14581,abe chutiye bangaladesh aazad ho gaya phir bhi akal nahi aai tumhe,-1
630,abe chutiye ghulam pradhanmantri banane wala ye bheasht parivar nahi desh ki janta tum haramiyo,-1
10088,abe chutiye tere jaise log hmare yahan plate saaf karte hai comedian ka tag hatta nahi itna marunga ki,-1
14383,abe chutiye tu banner jornalist kaise gaya edited hai ye video football match ki jagah modi ki oath cer,-1
11893,abe hai kon tu chutiye not let trample constitution khud sala pagal kutte ki tarah bho,-1
8794,abe harami ke aulad hindu tu hamsha sy terrorist hain aur hum cow ka goost kahaty hain tu,-1
13846,abe haramjado evm hack nahi hota kabhi samjhe ye haramkhor isse election commission nahi,-1
15376,abe hijde ke jane sale pahle angreji likhna sahi se seekh le fir doosro ko haraana saale,-1
12234,abe jaa jesus ki gan chaat randi ki aulaad warna teri maa ko naga kark chod dunga bsdk madhr cho,-1
16828,abe jameen mey rengne wale kide yeh account fake hai bolne ke baad bhi apni gandi gandi badbu kyo,-1
6357,abe jhutte aur chutiye insan ye tere baap ki jeet ki khusi dance nahi kr rahi suhar ye,-1
4009,abe jnu ke zhandu amethi gram pradhan ko goli maar di wo nahi dekha tune dogla kahi ka ac,-1
12884,abe kalu tu kisi ko imandar mat best luck itihas gwah rahega ki tune treno ki patria bhi nahi chhodi aur,-1
843,abe karam jale supreme court unhe clean chit de diya tu sale congress ka kath putli hai,-1
10067,abe kta hua lund aur phad ke rakhega poop laugh laugh poop laugh laugh playful ghost playful ghost saale aaj ta,-1
4662,abe kuch sharm karo tumhre jaise baklol ke hisab se security naam ki kou chiz hi nahi hai,-1
15181,abe kuch sharm karo tumhre jaise baklol ke hisab se security naam ki kou chiz hi nahi hai,-1
11060,abe kutte kaheka dar lag raha tuje india tum jeso ko rehaneka hak nahi indi,-1
14299,abe kutte ki sakal musalmaan ki wazah se tere ghar ki roti chal rhi hai tere andar dam hai toh,-1
9146,abe land ke khajoor tu apne jaison ki fiqar kar behenchod qnki tere jaise,-1
1336,abe laudu kise pagal bnara hai saaale ki news ye fan dega terko isse achha ek fake account bnakr khu,-1
8844,abe madarchod chal nikal chutiya sala bahen chod smith cheater ka nam le raha hain madarchod,-1
13942,abe maderchod rand kanhaiya kumar uper deshdrohi ka aarop vo kuch nahi aur tu kitna bhi karle,-1
12309,abe maiyat ke laude khawaab dekhna band kar jameen pe aa kutte ke tarah,-1
11252,abe mc nahi malum ammi mat chuda bsdk grahm stain ko dara singh mara tha adivasiy,-1
294,abe nahi tum sab chor ho jab saale tum jeete aache kaam ki wajah se jeete jab harne ki baari aayi,-1
16165,abe oo kutte yeh kashmir ki baate apne pas rakh,-1
981,abe ooo itna hi desh prem tha accidental prime minister pakistan kyu release kar,-1
6998,abe randwai ram ka naam bhi kharab kar diya hai maderchod randwai sudhar ja ya phir gujjar ja,-1
12393,abe saale bhikhmamgo pura desh bhikh manga hai saale tu padhta lilhta hai ya ba aise hi apni maa,-1
5799,abe sala gandu kabhi humlog jaise berojgaro ki bhi baat kar liya karo,-1
8297,abe sale mirza kasm aallaa ki ham nahi kiya,-1
13681,abe sanghi chudail asifa ko muslim hone ke nate julm hua tha aour sarkar police goongi thi,-1
9138,abe screan shot dikhane ki kya jarurat ab aapki beti ko bhi pata chal gaya aur,-1
2859,abe sheilding self cyclone teri chaadi nahi bachega,-1
6626,abe suwar ki olad puri baat likh ye mandir meet kha rahe sale,-1
8799,abe teri maa ko chodo kute karachi sindhi bolne wale khud jiye sindh bolte yaqeen nahi ata,-1
9397,abe teri politices i nafeat per hi chal rahi hai tujhe apne vote bank chinta hai kanhi modi usme sendh na laga de,-1
8992,abe tu apni movie bhi yed kr le thori bhul gaya ho ghatiya aadmi u movie ko poster pe thuk diya tha audience laugh,-1
2802,abe tu atnkbadi ki awlad ho afjal ki bat karte sarm nahi aati nathu ek desh batne,-1
13890,abe tu ye bolta hai ke modi ki degree sahi hai abe khul ke bolne sadele bjp nakara congress,-1
16052,abe tujhse kuch na ho payega ba ilzaam laga tu muje marna chahte hai muje kuch nah kar,-1
10464,abe tum bahut pehle se dalal ho bjp ke future bjp,-1
10706,abe wo `` hit `` hain `` hit `` tabhi jaise hi post daalti tere jaise kutte aa jaate,-1
365,abe wo gutteruddin kyo fake news faila ke apni maa bhn krwana chahta hai yaha pe,-1
3285,abe ye fake hindu identity document hai mulla madarchod randwa hai,-1
8889,abe ye grievance forum bad kholenge ye caravan ke discussion tu apna tax ka rr kyu kar raha hai kya gupta ji,-1
25,abe yhi hai ram rajya kya jisme sbhi sale harami ho jo sale itne berahm se maar rhe ho modi dekhna sale tere,-1
10890,abe zate chutiye haramkhor jara sharm kar aur maabaap ki aulaad,-1
16223,abe zyada mat bak kya papu new guinea pehle continuously welcome jeeti hy kya,-1
6621,abey bhopu wo medium nahi india rank marshal ka bayan fact check kar,-1
3129,abey bhosdi ke mulleabhi tak kisi bjp ke neta sarkar kuch galat nahi bola tere ched kyon,-1
10676,abey buddhe tu sala kutta hm cr hindustanio ko jhoota best luck raha hai bsdk hmne bhi modi ko vote,-1
11973,abey ch tiye tu kahan ka tee maar khan hai sala bhikhari ki aulad sarfaraz ke joote ka barabar,-1
10616,abey chutiya th fail teri jaise gandphati bhadwe bahut ghoomte hain jo cheap publicity tu paan,-1
11966,abey hata kuttey ki nasal saali bakwas kar rahi hai ye patwarion ko siwaye gandi bakwas ata hi kuch nah,-1
2508,abey kele maa behan ko gaali dekar bolta hai kuch bola nahi hai tum logh srk fan bi,-1
13688,abey khandaani chor tu chor hai har koi chor dikhega rahi chatne ki vo tumse,-1
14932,abey khandaani chor tu chor hai har koi chor dikhega rahi chatne ki vo tumse,-1
9867,abey khud apni gaad kyu marwate ho self troll hote ho,-1
14562,abey kutte bhonkna band krde mere status pe varna teri maa chod dunga randwe,-1
7541,abey ooo chootiaye ki aulaad bakwas nahi kar dafaaa hojaaa mulk sey mulk mejn rehny laiq nahi,-1
5014,abey randi teri gardan ko kya hua re muft ka maal milna band ho gaya toh toh,-1
7002,abey saalo harami ke laudo kya ashleel photo daal rahe ho bey twitter par rage sharam nahi aati disdain bu,-1
14387,abey slow ball inn ko ki sikhai hai run nahi rokne wicket leni hai,-1
11808,abey ullu paththe pani peene ko hai ni light ki samasya pollution itna ki admi mar jaye traffic,-1
11853,abhi amit shah home ministry sambhali hai pakistani abhi se shiver kar rahe laugh laugh laugh,-1
13758,abhi bhi team bheji hain khud ke pair mein mahendi lagi hain kya sorry bhul gaya tha sahab,-1
6876,abhi bjp mp se satisfied nahi hai abhi bjp ko bengal ki govt bhi chahiye aur kuch nahi bus ye usi ki,-1
15922,abhi filhal koi nahi hai jise ap acchi lagti ho thoda aur wait kar lete hai koi na koi jarur mil jaye,-1
13196,abhi tere jaise pagle gutter ke keede ko log hate hi karenge na yabed room leke jayenge except aa,-1
4585,abhi teri ammi aur chudegi ruk ja khud ke hi pesab se pyaas bujhane ko majboor ho jaoge aur,-1
8200,abhi voice beta tera pappu mutra band hai khij,-1
5159,abhinand ka muh suja tha tum jahilo apne hi pilot ko mar diya anpad kahike,-1
1259,abhivyakti ki aajadi ka gala tum tv channel wale ghot rahe ho bulaao debate common people ko,-1
3034,abhivyakti ki aajadi ka gala tum tv channel wale ghot rahe ho bulaao debate common people ko,-1
12859,abi bjp ka paap ka ghada bhara nahi hai isliye bhagwan ram inne saal aur dediye hai jaise bhagwan krishan,-1
